Date,Open,High,Low,Close,Adj Close,Volume
2013-02-25,432.024994,433.000000,425.625000,426.975006,384.147705,516650
2013-02-26,424.850006,424.850006,409.674988,411.975006,370.652344,803374
2013-02-27,414.325012,420.325012,413.500000,415.600006,373.913666,687234
2013-02-28,419.000000,419.850006,402.899994,407.325012,366.468658,1467318
2013-03-01,407.649994,409.000000,403.000000,404.750000,364.151947,790778
2013-03-04,404.750000,408.850006,402.250000,406.274994,365.523987,614856
2013-03-05,408.750000,416.799988,408.750000,413.149994,371.709442,672072
2013-03-06,415.549988,418.924988,413.625000,417.399994,375.533112,665672
2013-03-07,415.000000,420.450012,412.100006,417.825012,375.915527,885106
2013-03-08,420.625000,426.750000,420.024994,425.500000,382.820648,579518
2013-03-11,425.500000,430.350006,420.075012,421.850006,379.536774,600134
2013-03-12,425.000000,427.450012,421.774994,423.750000,381.246185,636076
2013-03-13,421.725006,428.149994,420.000000,421.924988,379.604248,751084
2013-03-14,422.000000,431.575012,417.700012,430.325012,387.161713,880810
2013-03-15,431.625000,434.500000,419.274994,421.899994,379.581757,1105760
2013-03-18,417.000000,421.625000,415.000000,415.799988,374.093597,1412228
2013-03-19,417.500000,419.850006,406.149994,412.524994,371.147095,2291968
2013-03-20,415.000000,415.000000,406.625000,411.274994,370.022522,1630492
2013-03-21,412.674988,416.075012,402.500000,406.774994,365.973877,1308298
2013-03-22,404.475006,410.000000,402.024994,405.399994,364.736786,953730
2013-03-25,410.500000,411.475006,401.524994,404.850006,364.241974,957878
2013-03-26,402.350006,402.500000,390.549988,391.700012,352.410950,994130
2013-03-28,391.799988,392.000000,382.500000,386.850006,348.047394,2041246
2013-04-01,390.174988,395.250000,386.875000,389.075012,350.049255,541754
2013-04-02,390.399994,398.500000,389.225006,396.975006,357.156830,548370
2013-04-03,399.350006,399.549988,386.100006,388.399994,349.441925,813458
2013-04-04,386.350006,388.850006,382.500000,383.375000,344.920959,812404
2013-04-05,383.674988,391.000000,383.100006,390.174988,351.038849,658476
2013-04-08,389.350006,396.750000,389.000000,394.575012,354.997589,508162
2013-04-09,395.674988,397.674988,386.250000,388.174988,349.239502,1167730
2013-04-10,390.200012,392.399994,386.075012,390.524994,351.353821,821094
2013-04-11,392.475006,392.924988,382.500000,385.575012,346.900299,905144
2013-04-12,383.174988,390.299988,382.625000,387.649994,348.767151,560546
2013-04-15,387.000000,399.500000,386.625000,396.774994,356.976868,1242296
2013-04-16,399.000000,404.750000,393.100006,402.250000,361.902710,1135858
2013-04-17,402.549988,405.000000,385.250000,387.049988,348.227356,2339900
2013-04-18,387.250000,392.600006,386.500000,390.899994,351.691132,847024
2013-04-22,392.274994,397.075012,389.325012,394.875000,355.267487,696494
2013-04-23,395.174988,402.625000,393.250000,401.750000,361.452881,1077594
2013-04-25,403.000000,413.424988,403.000000,409.649994,368.560486,1309416
2013-04-26,406.950012,412.424988,394.899994,396.575012,356.796967,911234
2013-04-29,397.500000,399.500000,394.500000,396.299988,356.549561,1198090
2013-04-30,397.174988,398.350006,389.000000,394.075012,354.547729,928880
2013-05-02,393.950012,403.399994,391.625000,401.375000,361.115509,948060
2013-05-03,402.000000,407.700012,399.000000,400.600006,360.418274,1094684
2013-05-06,401.250000,412.350006,401.250000,410.750000,369.550171,812620
2013-05-07,411.000000,417.825012,409.700012,413.549988,372.069275,710420
2013-05-08,414.174988,416.500000,411.000000,414.549988,372.968994,590616
2013-05-09,415.000000,416.000000,407.750000,409.049988,368.020660,516416
2013-05-10,406.774994,410.250000,404.500000,406.049988,373.540283,498896
2013-05-13,406.000000,412.350006,399.299988,401.500000,369.354614,761578
2013-05-14,400.000000,404.450012,397.750000,398.850006,366.916748,536974
2013-05-15,401.750000,410.125000,401.174988,409.399994,376.622070,738836
2013-05-16,408.700012,421.674988,408.000000,420.075012,386.442444,1048414
2013-05-17,420.000000,422.350006,411.750000,417.200012,383.797607,750930
2013-05-20,417.575012,427.399994,414.274994,415.450012,382.187744,890868
2013-05-21,416.000000,419.750000,412.450012,413.674988,380.554810,603426
2013-05-22,415.500000,417.100006,406.750000,408.875000,376.139130,590686
2013-05-23,407.500000,408.500000,390.799988,392.575012,361.144135,743624
2013-05-24,396.075012,397.500000,390.000000,393.950012,362.409058,482906
2013-05-27,401.500000,416.000000,401.100006,414.125000,380.968811,1362796
2013-05-28,415.000000,423.450012,412.750000,421.575012,387.822327,1296316
2013-05-29,421.500000,424.500000,416.600006,423.625000,389.708160,1114808
2013-05-30,423.250000,423.250000,415.250000,417.950012,384.487549,738662
2013-05-31,417.500000,417.500000,401.000000,402.799988,370.550476,979944
2013-06-03,403.500000,403.500000,392.625000,394.049988,362.501038,1047418
2013-06-04,395.799988,400.225006,389.575012,390.299988,359.051300,681766
2013-06-05,390.625000,401.500000,390.000000,400.274994,368.227631,762736
2013-06-06,400.500000,401.000000,394.100006,396.149994,364.432922,1433460
2013-06-07,398.475006,401.000000,391.000000,392.299988,360.891144,728826
2013-06-10,394.899994,397.450012,391.049988,394.725006,363.122009,589262
2013-06-11,392.299988,395.500000,388.250000,393.100006,361.627106,650584
2013-06-12,393.000000,398.524994,391.500000,395.649994,363.972961,952942
2013-06-13,391.000000,396.250000,390.500000,394.575012,362.984009,551156
2013-06-14,397.500000,408.500000,397.500000,407.000000,374.414276,897116
2013-06-17,408.200012,413.825012,405.625000,412.549988,379.519897,833418
2013-06-18,412.299988,418.450012,408.850006,411.799988,378.829926,985044
2013-06-19,410.625000,416.399994,407.750000,415.549988,382.279663,894326
2013-06-20,410.500000,410.500000,397.399994,399.600006,367.606720,1180484
2013-06-21,400.500000,405.250000,392.500000,396.950012,365.168854,1224722
2013-06-24,395.350006,398.500000,389.600006,396.649994,364.892883,1395982
2013-06-25,399.500000,409.875000,397.500000,401.899994,369.722534,1186748
2013-06-26,404.750000,407.274994,400.424988,401.274994,369.147583,467156
2013-06-27,407.500000,417.774994,407.174988,415.225006,381.980713,1254348
2013-06-28,431.500000,436.500000,422.875000,430.924988,396.423737,2030906
2013-07-01,431.000000,442.475006,429.924988,441.399994,406.060059,1117604
2013-07-02,441.500000,445.450012,434.299988,435.649994,400.770447,888776
2013-07-03,430.899994,431.975006,424.250000,425.149994,391.111084,718822
2013-07-04,427.000000,435.000000,424.000000,430.825012,396.331757,973150
2013-07-05,432.674988,442.200012,432.674988,440.100006,404.864136,1162076
2013-07-08,435.600006,436.899994,400.000000,434.149994,399.390472,537490
2013-07-09,434.899994,440.750000,433.750000,436.674988,401.713348,925968
2013-07-10,437.399994,439.850006,419.700012,428.174988,393.893890,1191648
2013-07-11,431.549988,436.750000,429.500000,435.200012,400.356445,623222
2013-07-12,436.750000,447.500000,435.000000,444.799988,409.187836,904808
2013-07-15,442.850006,449.549988,442.649994,447.875000,412.016663,816028
2013-07-16,444.000000,452.149994,441.399994,450.450012,414.385529,972038
2013-07-17,451.500000,459.350006,451.500000,457.575012,420.940033,1510688
2013-07-18,459.899994,459.950012,454.524994,458.524994,421.813934,1191130
2013-07-19,458.524994,463.950012,456.399994,461.575012,424.619781,1649104
2013-07-22,457.500000,457.625000,449.450012,454.250000,417.881195,814436
2013-07-23,456.000000,462.350006,453.575012,454.549988,418.157196,638942
2013-07-24,453.174988,458.500000,447.825012,454.299988,417.927246,648938
2013-07-25,453.000000,456.049988,442.500000,445.424988,409.762756,538852
2013-07-26,446.000000,451.750000,442.899994,444.950012,409.325836,473544
2013-07-29,444.049988,449.500000,441.375000,442.799988,407.347961,497140
2013-07-30,443.174988,446.000000,427.450012,429.424988,395.043823,648168
2013-07-31,428.674988,438.899994,421.500000,435.799988,400.908386,776462
2013-08-01,437.674988,441.000000,423.000000,425.149994,391.111084,676098
2013-08-02,429.000000,435.950012,425.000000,428.725006,394.399841,583550
2013-08-05,429.500000,435.950012,427.975006,430.450012,395.986755,424186
2013-08-06,428.075012,431.799988,415.075012,420.200012,386.557373,571642
2013-08-07,422.524994,440.350006,415.774994,435.500000,400.632446,834580
2013-08-08,434.500000,436.424988,428.875000,432.725006,398.079590,412208
2013-08-12,432.625000,435.500000,420.250000,422.649994,388.811249,499146
2013-08-13,422.575012,429.975006,417.500000,426.174988,392.053986,546124
2013-08-14,429.750000,433.825012,423.750000,432.575012,397.941620,735514
2013-08-16,433.000000,433.000000,409.024994,412.575012,379.542938,1219216
2013-08-19,410.500000,417.024994,403.575012,409.625000,376.829071,965152
2013-08-20,405.250000,414.350006,403.125000,411.325012,378.392975,791020
2013-08-21,415.649994,416.850006,389.975006,391.924988,360.546173,1056244
2013-08-22,392.500000,404.149994,387.575012,402.924988,370.665497,1196986
2013-08-23,406.000000,411.850006,404.399994,409.524994,376.737061,979934
2013-08-26,411.000000,414.899994,404.049988,410.475006,377.611023,772908
2013-08-27,407.875000,412.049988,400.000000,401.899994,369.722534,812252
2013-08-28,397.500000,409.000000,382.500000,405.575012,373.103363,1666796
2013-08-29,408.375000,426.399994,406.549988,422.674988,388.834229,1075744
2013-08-30,422.000000,429.174988,414.125000,425.774994,391.686005,893406
2013-09-02,426.149994,443.200012,426.149994,441.875000,406.497009,986130
2013-09-03,443.350006,445.375000,413.350006,415.049988,381.819733,1385750
2013-09-04,417.500000,431.850006,416.549988,424.674988,390.674103,1081498
2013-09-05,430.000000,434.450012,425.750000,430.649994,396.170776,1146840
2013-09-06,434.500000,436.475006,421.424988,433.774994,399.045563,1012120
2013-09-10,436.799988,446.049988,433.100006,444.325012,408.750885,1261408
2013-09-11,445.200012,446.250000,437.500000,443.649994,408.129913,948362
2013-09-12,444.075012,450.000000,435.000000,436.975006,401.989319,1100490
2013-09-13,434.450012,441.750000,432.625000,436.625000,401.667358,620956
2013-09-16,443.750000,443.750000,426.924988,430.825012,396.331757,985270
2013-09-17,429.250000,432.000000,426.500000,429.049988,394.698822,328272
2013-09-18,430.000000,436.649994,428.500000,435.225006,400.379456,785540
2013-09-19,442.500000,447.774994,440.000000,445.524994,409.854797,1268592
2013-09-20,443.125000,450.450012,435.000000,441.299988,405.968048,825858
2013-09-23,435.500000,440.450012,432.250000,437.299988,402.288269,861898
2013-09-24,435.200012,442.000000,434.049988,437.174988,402.173279,515756
2013-09-25,436.000000,437.000000,421.299988,424.350006,390.375153,1135448
2013-09-26,424.350006,424.725006,417.799988,419.274994,385.706451,838752
2013-09-27,421.500000,426.950012,419.000000,420.100006,386.465424,678198
2013-09-30,415.750000,422.250000,409.524994,411.174988,378.254974,749664
2013-10-01,413.399994,415.174988,409.250000,411.149994,378.231995,545628
2013-10-03,412.450012,423.950012,412.450012,423.049988,389.179199,669890
2013-10-04,421.000000,429.625000,419.100006,426.700012,392.537018,677696
2013-10-07,422.774994,426.250000,418.325012,421.924988,388.144287,577212
2013-10-08,425.000000,427.000000,419.774994,421.924988,388.144287,599192
2013-10-09,420.500000,433.450012,419.000000,430.500000,396.032776,624664
2013-10-10,428.750000,431.250000,424.125000,429.899994,395.480804,699734
2013-10-11,433.500000,434.000000,427.549988,431.500000,396.952698,827130
2013-10-14,432.000000,437.450012,431.549988,435.125000,400.287445,819838
2013-10-15,448.125000,449.500000,431.850006,433.350006,398.654572,1461700
2013-10-17,434.000000,443.850006,432.625000,439.649994,404.450134,964432
2013-10-18,441.000000,453.975006,440.375000,452.674988,416.432312,1635884
2013-10-21,452.500000,457.500000,448.375000,456.674988,420.112061,944786
2013-10-22,453.700012,455.500000,448.899994,451.799988,415.627411,705626
2013-10-23,452.000000,454.725006,444.274994,447.924988,412.062622,534320
2013-10-24,448.000000,454.975006,440.500000,442.299988,406.888000,709486
2013-10-25,442.700012,446.149994,439.575012,442.924988,407.462952,458944
2013-10-28,443.325012,452.299988,443.325012,445.100006,409.463837,770840
2013-10-29,445.049988,451.924988,441.250000,448.399994,412.499603,520372
2013-10-30,448.500000,451.250000,447.500000,448.799988,412.867554,467276
2013-10-31,450.125000,457.899994,448.500000,456.174988,419.652100,775046
2013-11-01,454.500000,462.500000,451.549988,453.924988,417.582245,780444
2013-11-05,452.000000,460.850006,452.000000,454.524994,418.134216,628470
2013-11-06,454.500000,459.950012,447.750000,449.350006,413.373566,564994
2013-11-07,448.825012,452.475006,441.250000,442.975006,407.508972,613818
2013-11-08,440.500000,442.975006,436.100006,437.750000,402.702301,614964
2013-11-11,437.500000,441.250000,430.424988,431.850006,397.274658,665178
2013-11-12,432.274994,435.725006,425.000000,426.125000,392.007996,574536
2013-11-13,425.500000,430.700012,422.000000,422.674988,388.834229,545336
2013-11-14,425.975006,432.000000,425.200012,425.875000,391.778046,456178
2013-11-18,428.174988,438.000000,428.174988,437.174988,402.173279,875448
2013-11-19,437.625000,442.200012,437.000000,438.350006,403.254272,551256
2013-11-20,436.125000,441.350006,428.625000,431.750000,397.182678,610106
2013-11-21,430.299988,430.500000,422.625000,424.049988,390.099152,517638
2013-11-22,425.524994,428.075012,420.049988,421.950012,388.167297,556752
2013-11-25,423.500000,428.399994,422.399994,425.674988,391.594025,447774
2013-11-26,426.000000,428.625000,420.000000,421.024994,387.316345,664330
2013-11-27,422.950012,424.875000,418.000000,418.975006,385.430511,615112
2013-11-28,423.000000,427.899994,421.649994,424.125000,390.168152,496454
2013-11-29,426.024994,428.475006,424.774994,426.549988,392.398987,493020
2013-12-02,426.375000,431.399994,426.250000,427.450012,393.226959,498140
2013-12-03,426.774994,432.725006,425.575012,430.950012,396.446747,812112
2013-12-04,430.750000,433.625000,426.899994,428.149994,393.870880,449190
2013-12-05,434.000000,438.500000,433.625000,434.924988,400.103485,885660
2013-12-06,434.774994,437.200012,431.000000,433.625000,398.907593,342044
2013-12-09,440.500000,444.000000,438.274994,439.250000,404.082214,672558
2013-12-10,439.850006,444.000000,439.500000,441.774994,406.405060,474944
2013-12-11,441.500000,441.825012,436.100006,440.500000,405.232117,371454
2013-12-12,439.375000,439.975006,434.399994,435.200012,400.356445,371618
2013-12-13,433.700012,433.899994,429.200012,431.674988,397.113678,317888
2013-12-16,430.100006,430.750000,421.125000,422.200012,388.397308,914780
2013-12-17,424.149994,426.350006,418.125000,419.475006,385.890442,336984
2013-12-18,419.500000,430.924988,419.500000,429.325012,394.951843,480950
2013-12-19,431.674988,432.350006,422.549988,427.274994,393.065948,749778
2013-12-20,437.000000,448.350006,431.149994,446.825012,411.050690,1301526
2013-12-23,448.575012,454.174988,445.250000,447.700012,411.855652,942334
2013-12-24,447.575012,452.250000,447.424988,448.075012,412.200623,404856
2013-12-26,447.500000,448.700012,441.000000,443.850006,408.313873,462136
2013-12-27,444.000000,446.524994,438.700012,439.350006,404.174194,397056
2013-12-30,441.000000,444.700012,438.000000,442.700012,407.255981,497124
2013-12-31,443.049988,449.000000,443.049988,447.399994,411.579651,385694
2014-01-01,448.375000,449.000000,443.600006,444.350006,408.773865,258544
2014-01-02,445.000000,447.899994,435.500000,437.674988,402.633240,381948
2014-01-03,435.100006,436.725006,428.200012,432.500000,397.872650,560120
2014-01-06,432.000000,432.000000,425.674988,427.450012,393.226959,474758
2014-01-07,427.750000,429.875000,420.100006,421.075012,387.362335,600614
2014-01-08,422.700012,428.250000,422.299988,424.125000,390.168152,433430
2014-01-09,425.000000,426.549988,422.475006,425.274994,391.226074,458220
2014-01-10,424.225006,437.350006,424.225006,428.450012,394.146851,858692
2014-01-13,432.549988,440.774994,432.549988,439.500000,404.312164,636082
2014-01-14,438.674988,442.399994,436.399994,440.549988,405.278107,454820
2014-01-15,440.000000,447.450012,440.000000,442.700012,407.255981,551074
2014-01-16,444.850006,445.975006,441.000000,442.575012,407.140961,358420
2014-01-17,444.500000,448.399994,440.375000,442.274994,406.864990,601972
2014-01-20,442.274994,444.424988,433.100006,434.750000,399.942444,777552
2014-01-21,436.625000,437.399994,431.424988,432.024994,397.435669,421686
2014-01-22,431.299988,437.850006,429.500000,436.100006,401.184418,433324
2014-01-23,430.500000,435.500000,430.500000,433.024994,398.355560,342378
2014-01-24,431.600006,437.250000,431.174988,433.500000,398.792572,449908
2014-01-27,428.350006,430.274994,420.049988,421.399994,387.661285,470810
2014-01-28,423.000000,427.500000,422.100006,422.899994,389.041229,331032
2014-01-29,425.500000,426.000000,417.549988,418.375000,384.878479,357444
2014-01-30,415.950012,417.100006,411.500000,412.850006,379.795898,468840
2014-01-31,414.500000,416.899994,413.549988,415.424988,382.164703,366168
2014-02-03,414.500000,414.700012,410.000000,410.649994,377.771973,265444
2014-02-04,407.500000,413.125000,406.625000,411.000000,378.094025,422302
2014-02-05,411.500000,411.500000,404.000000,408.075012,375.403137,583400
2014-02-06,410.075012,412.000000,404.500000,407.924988,375.265167,482688
2014-02-07,412.299988,412.299988,405.700012,407.149994,374.552216,459280
2014-02-10,408.000000,412.799988,405.950012,410.799988,377.909973,367738
2014-02-11,411.825012,412.125000,401.500000,402.750000,370.504517,582152
2014-02-12,403.500000,410.924988,403.500000,408.725006,376.001129,500448
2014-02-13,409.000000,409.375000,402.875000,403.725006,371.401459,317588
2014-02-14,405.174988,411.450012,404.500000,410.750000,377.863983,342322
2014-02-17,410.450012,411.075012,403.799988,405.725006,373.241302,348454
2014-02-18,404.850006,408.950012,404.500000,406.375000,373.839264,885410
2014-02-19,406.799988,409.975006,405.250000,406.274994,373.747314,271648
2014-02-20,405.500000,406.875000,401.700012,402.674988,370.435486,372990
2014-02-21,404.000000,407.975006,403.100006,405.649994,373.172333,322046
2014-02-24,405.000000,407.250000,402.875000,406.200012,373.678284,354698
2014-02-25,407.274994,408.125000,403.899994,405.200012,372.758362,321966
2014-02-26,406.375000,408.250000,404.125000,405.274994,372.827332,336078
2014-02-28,405.975006,407.000000,397.000000,399.625000,367.629700,658074
2014-03-03,400.000000,403.000000,399.000000,401.750000,369.584534,490460
2014-03-04,402.000000,408.274994,401.500000,407.299988,374.690186,574354
2014-03-05,407.950012,408.924988,402.500000,403.450012,371.148468,386880
2014-03-06,404.674988,412.200012,404.674988,411.000000,378.094025,512000
2014-03-07,412.500000,436.899994,412.500000,434.500000,399.712494,1584464
2014-03-10,432.350006,451.200012,431.500000,442.899994,407.440033,1848550
2014-03-11,442.350006,443.950012,436.299988,437.475006,402.449341,528612
2014-03-12,436.575012,441.174988,433.549988,435.575012,400.701447,395638
2014-03-13,437.024994,447.399994,436.950012,439.549988,404.358185,1124110
2014-03-14,436.000000,444.950012,434.875000,443.049988,407.577942,480070
2014-03-18,445.000000,454.399994,444.399994,447.674988,411.832642,1003306
2014-03-19,449.500000,454.950012,447.774994,451.075012,414.960480,566328
2014-03-20,451.299988,453.350006,449.000000,452.850006,416.593323,553234
2014-03-21,453.125000,456.850006,441.274994,442.875000,407.416962,670364
2014-03-22,null,null,null,null,null,null
2014-03-24,446.000000,454.000000,446.000000,452.299988,416.087372,705770
2014-03-25,439.500000,441.475006,436.299988,439.325012,404.151215,1120826
2014-03-26,440.899994,451.325012,440.899994,445.100006,409.463837,736266
2014-03-27,447.500000,452.225006,446.375000,451.075012,414.960480,2144402
2014-03-28,449.799988,459.649994,449.799988,457.075012,420.480072,968478
2014-03-31,458.625000,469.649994,457.049988,464.750000,427.540588,815048
2014-04-01,467.524994,472.174988,465.049988,470.575012,432.899231,995294
2014-04-02,472.500000,479.899994,469.274994,478.475006,440.166687,999112
2014-04-03,477.799988,481.100006,470.375000,475.975006,437.866882,490214
2014-04-04,475.075012,476.299988,471.049988,472.100006,434.302155,483220
2014-04-07,472.000000,477.450012,467.450012,472.024994,434.233093,211360
2014-04-09,468.399994,482.424988,468.399994,480.549988,442.075592,529298
2014-04-10,480.600006,486.450012,480.600006,484.399994,445.617340,1229330
2014-04-11,483.399994,485.299988,475.149994,476.424988,438.280823,530438
2014-04-15,476.875000,476.875000,468.475006,474.250000,436.279999,1943098
2014-04-16,470.100006,479.500000,469.100006,470.524994,432.853241,451072
2014-04-17,472.500000,481.399994,472.200012,479.375000,440.994629,708134
2014-04-21,484.075012,485.000000,478.000000,479.725006,441.316650,998974
2014-04-22,480.000000,494.450012,478.450012,484.174988,445.410370,1276522
2014-04-23,485.000000,488.450012,482.500000,483.424988,444.720398,599912
2014-04-24,null,null,null,null,null,null
2014-04-25,483.625000,484.000000,472.500000,473.700012,435.774017,477456
2014-04-28,473.950012,477.700012,471.075012,472.674988,434.831085,252710
2014-04-29,474.000000,475.899994,469.174988,470.149994,432.508270,430998
2014-04-30,472.500000,480.000000,465.000000,467.649994,430.208405,514638
2014-05-02,470.500000,473.649994,462.750000,464.149994,426.988586,355078
2014-05-05,465.000000,478.825012,462.500000,472.600006,434.762085,766464
2014-05-06,474.000000,483.500000,474.000000,481.625000,443.064514,1352082
2014-05-07,481.000000,485.500000,478.500000,480.375000,441.914612,843648
2014-05-08,481.075012,484.975006,475.475006,479.825012,441.408630,893392
2014-05-09,478.950012,499.500000,478.350006,498.674988,458.749420,1313974
2014-05-12,498.725006,524.000000,497.500000,514.474976,473.284393,2006838
2014-05-13,518.549988,532.950012,516.424988,530.674988,488.187347,2010624
2014-05-14,531.349976,533.500000,520.775024,522.775024,480.919922,931438
2014-05-15,522.500000,529.424988,520.000000,526.599976,484.438690,974554
2014-05-16,540.575012,571.250000,531.500000,540.250000,506.126434,4125896
2014-05-19,543.000000,562.200012,543.000000,560.125000,524.746094,1099222
2014-05-20,562.500000,565.000000,537.500000,539.250000,505.189575,1095968
2014-05-21,540.000000,551.325012,537.000000,539.049988,505.002197,838482
2014-05-22,542.950012,556.750000,542.500000,550.650024,515.869568,794058
2014-05-23,554.500000,565.500000,551.000000,563.924988,528.306030,740424
2014-05-26,567.500000,570.000000,538.025024,550.500000,515.729065,840526
2014-05-27,552.500000,553.000000,538.025024,543.875000,509.522461,568920
2014-05-28,546.200012,553.000000,542.474976,544.275024,509.897247,454442
2014-05-29,545.075012,546.950012,534.575012,536.525024,502.636719,421028
2014-05-30,541.575012,544.799988,531.000000,532.575012,498.936249,442664
2014-06-02,536.575012,543.950012,532.775024,541.174988,506.993011,390476
2014-06-03,543.000000,550.950012,538.825012,547.375000,512.801453,484934
2014-06-04,548.000000,550.750000,537.900024,538.950012,504.908569,551674
2014-06-05,540.424988,547.349976,532.075012,543.799988,509.452240,820532
2014-06-06,555.000000,566.400024,552.500000,559.924988,524.558655,1487330
2014-06-09,564.575012,566.049988,556.549988,561.299988,525.846863,752014
2014-06-10,563.325012,564.075012,550.500000,558.924988,523.621887,609074
2014-06-11,557.799988,559.500000,546.625000,550.775024,515.986633,703956
2014-06-12,549.799988,556.474976,543.025024,547.299988,512.731079,575976
2014-06-13,550.750000,553.474976,536.200012,540.974976,506.805695,610944
2014-06-16,541.049988,542.500000,529.500000,532.250000,498.631775,617068
2014-06-17,529.849976,547.325012,529.000000,544.950012,510.529572,711474
2014-06-18,547.500000,550.974976,530.775024,533.400024,499.709167,1464910
2014-06-19,535.625000,538.000000,515.924988,520.700012,487.811279,1400048
2014-06-20,523.000000,524.849976,517.599976,518.924988,486.148346,638874
2014-06-23,515.075012,522.549988,512.200012,519.349976,486.546509,845226
2014-06-24,523.000000,531.349976,523.000000,529.825012,496.359924,622570
2014-06-25,529.299988,530.000000,524.299988,525.400024,492.214417,455230
2014-06-26,513.000000,513.400024,504.049988,505.975006,474.016388,1222508
2014-06-27,505.350006,511.500000,503.825012,506.524994,474.531586,521904
2014-06-30,506.600006,509.700012,500.049988,507.350006,475.304535,979506
2014-07-01,508.000000,510.500000,503.049988,504.000000,472.166077,648846
2014-07-02,509.000000,513.200012,505.950012,509.100006,476.943970,750556
2014-07-03,509.500000,511.500000,488.500000,503.549988,471.744537,229394
2014-07-04,504.399994,518.400024,502.075012,515.974976,483.384705,782138
2014-07-07,517.450012,518.500000,510.274994,513.200012,480.785004,613348
2014-07-08,513.500000,517.224976,495.500000,497.575012,466.146942,1163768
2014-07-09,499.750000,504.700012,496.524994,500.024994,468.442169,747440
2014-07-10,500.000000,510.375000,491.000000,499.100006,467.575592,1139320
2014-07-11,498.799988,500.725006,481.924988,483.500000,452.960907,1214460
2014-07-14,485.000000,487.850006,479.500000,480.924988,450.548584,651520
2014-07-15,483.799988,489.950012,481.500000,486.100006,455.396698,626872
2014-07-16,487.700012,495.750000,487.500000,494.524994,463.289551,581318
2014-07-17,494.500000,498.750000,490.100006,491.174988,460.151154,460852
2014-07-18,491.000000,492.000000,485.100006,488.350006,457.504608,479976
2014-07-21,500.000000,503.875000,497.500000,498.674988,467.177429,854482
2014-07-22,502.399994,517.000000,500.524994,515.400024,482.846039,1233168
2014-07-23,517.674988,519.575012,510.125000,516.525024,483.899994,644840
2014-07-24,515.000000,521.250000,512.000000,520.375000,487.506836,610466
2014-07-25,520.000000,520.924988,504.000000,510.875000,478.606873,624500
2014-07-28,511.899994,511.899994,501.125000,502.649994,470.901337,504788
2014-07-30,503.100006,505.500000,496.500000,502.750000,470.995056,521864
2014-07-31,504.500000,509.649994,501.299988,503.000000,471.229248,461856
2014-08-01,499.200012,499.649994,488.500000,489.225006,458.324310,823872
2014-08-04,490.799988,494.700012,488.424988,492.600006,461.486145,452756
2014-08-05,493.000000,493.600006,485.799988,491.799988,460.736633,679772
2014-08-06,492.600006,498.924988,490.000000,493.875000,462.680603,562826
2014-08-07,494.500000,498.250000,492.000000,494.674988,463.430054,686332
2014-08-08,490.299988,491.850006,486.549988,490.200012,459.237732,752702
2014-08-11,492.000000,493.725006,489.274994,490.325012,459.354858,599482
2014-08-12,491.500000,493.000000,488.100006,492.250000,461.158234,320240
2014-08-13,491.975006,498.250000,490.424988,495.000000,463.734497,704334
2014-08-14,496.174988,502.149994,496.000000,500.950012,469.308746,450710
2014-08-18,500.000000,507.500000,499.049988,506.625000,474.625275,363740
2014-08-19,508.200012,511.625000,503.125000,504.350006,472.493988,367722
2014-08-20,505.674988,509.200012,497.575012,499.100006,467.575592,959428
2014-08-21,500.000000,501.875000,495.500000,497.424988,466.006378,500854
2014-08-22,499.325012,503.399994,497.700012,499.000000,467.481873,288904
2014-08-25,500.000000,504.299988,497.000000,498.174988,466.709015,355066
2014-08-26,498.000000,498.600006,492.125000,497.024994,465.631622,890070
2014-08-27,499.399994,501.000000,494.000000,497.174988,465.772156,394294
2014-08-28,497.500000,501.475006,497.250000,499.625000,468.067413,394682
2014-09-01,501.575012,510.299988,498.149994,507.075012,475.046875,708146
2014-09-02,508.174988,515.750000,505.575012,511.950012,479.613953,621074
2014-09-03,513.500000,517.450012,510.500000,515.474976,482.916260,691360
2014-09-04,514.700012,516.775024,509.024994,512.049988,479.707581,360738
2014-09-05,511.674988,516.674988,510.399994,512.599976,480.222839,386978
2014-09-08,515.275024,519.500000,499.500000,518.724976,485.960999,671432
2014-09-09,517.900024,524.950012,514.250000,516.650024,484.017090,375318
2014-09-10,515.000000,515.000000,506.549988,508.000000,475.913422,315272
2014-09-11,510.250000,511.100006,504.000000,509.375000,477.201569,302508
2014-09-12,509.000000,512.049988,506.000000,507.850006,475.772919,369920
2014-09-15,504.950012,505.575012,500.500000,501.424988,469.753723,332152
2014-09-16,501.200012,502.250000,489.000000,490.225006,459.261169,677484
2014-09-17,492.850006,495.000000,490.000000,494.000000,462.797699,286080
2014-09-18,493.500000,504.500000,491.600006,502.250000,470.526581,409854
2014-09-19,502.875000,507.625000,495.500000,497.299988,465.889282,465446
2014-09-22,497.000000,498.000000,493.924988,495.549988,464.249786,461654
2014-09-23,495.850006,497.475006,481.500000,483.049988,452.539337,759362
2014-09-24,487.000000,487.000000,478.125000,482.450012,451.977234,779806
2014-09-25,482.700012,485.000000,461.500000,464.700012,435.348419,1101634
2014-09-26,464.750000,470.700012,459.049988,466.799988,437.315674,1133340
2014-09-29,469.200012,471.299988,464.875000,466.375000,436.917572,681042
2014-09-30,465.000000,474.125000,462.600006,472.674988,442.819641,929092
2014-10-01,472.399994,472.549988,462.875000,463.399994,434.130493,485960
2014-10-07,464.450012,467.450012,461.850006,463.325012,434.060272,606682
