Date,Open,High,Low,Close,Adj Close,Volume
2006-04-13,207.562500,213.100006,206.500000,211.762497,163.741638,11812276
2006-04-17,211.750000,214.175003,211.574997,212.887497,164.611511,3216820
2006-04-18,212.750000,223.975006,212.750000,222.812500,172.285858,10937484
2006-04-19,222.750000,232.800003,222.750000,230.212494,178.007767,13632232
2006-04-20,230.000000,249.987503,230.000000,248.725006,192.322235,25250680
2006-04-21,248.500000,250.000000,238.512497,243.574997,188.340088,13525888
2006-04-24,243.500000,249.750000,242.500000,244.137497,188.775055,7903124
2006-04-25,244.000000,245.750000,237.274994,238.187500,184.174286,5962036
2006-04-26,238.000000,245.500000,238.000000,244.462494,189.026337,7154656
2006-04-27,245.000000,253.250000,245.000000,249.125000,192.631500,15283856
2006-04-28,246.387497,252.750000,242.750000,251.949997,194.815903,8554420
2006-05-02,255.250000,261.000000,255.250000,257.862488,199.387634,3118660
2006-05-03,257.750000,260.000000,255.500000,258.687500,200.025558,2921400
